iso_code,country_name,year,UN_subregion,UN_region,SDG_region,UNICEF_region,WHO_region,WB_income_group,WB_region,survey_sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,report_author,source,under5,moderate_wasting,stunting_children,wasting_children,severe_wasting_children,moderate_wasting_children,overweight_children,underweight_children,severe_wasting_needs_kg,moderate_wasting_needs_kg,wasting_needs_kg,stunting_needs_kg
MEX,MEXICO,2015,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Upper Middle Income,Latin America & Caribbean,7800.0,0.4,1.0,5.2,12.4,3.9,0,Instituto Nacional de Salud Pública; UNICEF México,"Encuesta Nacional de Niños, Niñas y Mujeres 2015 - Encuesta de Indicadores Múltiples por Conglomerados 2015, Informe Final. Ciudad de México, México: Instituto Nacional de Salud Pública y UNICEF México (and additional analysis)",11533065,0.6,1430100,115330,46132,69198,599719,449789,624165,432487,1056652,5148360
MNG,MONGOLIA,1992,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,1679.0,0.0,2.4,0.0,33.1,11.8,Age-adjusted; converted estimates,Kachondham Y.,"Report of a consultancy on the Mongolian Child Nutrition Survey. Institute of Nutrition. Nakornpathom, Thailand, 1992 (and additional analysis).",326292,0.0,108002,7831,0,0,0,38502,0,0,0,388807
MNG,MONGOLIA,1999,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,4146.0,1.9,4.3,7.0,30.1,10.8,0,Kachondham Y.,"Report on the 2nd national child and nutrition survey, Mongolia 1999. Institute of Nutrition and Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Thailand, 2000 (and additional analysis).",239324,2.4,72036,10290,4547,5743,16752,25846,61520,35893,97413,259329
MNG,MONGOLIA,2000,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,5918.0,3.0,7.1,12.7,29.8,11.6,0,National Statistics Office,"Mongolia child and development survey - 2000 (MICS-2): National report 2001. Ulaanbaatar, Mongolia: National Statistics Office, 2001 (and additional analysis).",233940,4.1,69714,16609,7018,9591,29710,27137,94953,59943,154896,250970
MNG,MONGOLIA,2004,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,1247.0,0.1,0.6,6.1,23.5,4.8,0,"Nutrition Research Center, Ministry of Health (Mongolia) and Unicef -Mongolia.","Nutritional status of Mongolian children and women: 3rd National nutrition survey report. Ulaanbaatar, Mongolia, 2006.",219177,0.5,51506,1315,219,1095,13369,10520,2963,6843,9806,185421
MNG,MONGOLIA,2005,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,3357.0,1.1,2.7,14.2,27.5,5.3,0,National Statistical Office and UNICEF.,"Mongolia ""Child and Development 2005""  survey (MICS-3), final report. Ulaanbaatar, Mongolia, 2007 (http://www.childinfo.org/mics3_surveys.html accessed 27/08/08 and additional analysis).",221603,1.6,60940,5983,2437,3545,31467,11744,32972,22156,55128,219384
MNG,MONGOLIA,2010,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,705.0,0.5,1.8,6.7,15.6,4.7,0,"Public Health Institute, Nutrition Research Centre (NRC).","Population nutrition status. Fourth national survey report. Ulaanbaatar, Mongolia: NTC, 2013 (and additional analysis).",280317,1.3,43729,5045,1401,3644,18781,13174,18955,22775,41730,157424
MNG,MONGOLIA,2013,Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,WPRO,Lower Middle Income,East Asia & Pacific,0,0.4,1.0,10.5,10.8,1.6,0,National Statistical Office.,"Social indicator sample survey 2013 (MICS). Key findings.Ulaanbaatar, Mongolia: National Statistical Office, 2014.",337111,0.6,36407,3371,1348,2022,35396,5393,18238,12637,30875,131065
MNE,MONTENEGRO,2005,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,891.0,2.2,4.2,15.6,7.9,2.2,0,Statistical Office of Montenegro (MONSTAT) and Strategic Marketing Research Agency (SMMRI).,"Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006. http://www.childinfo.org/mics3_surveys.html (accessed 4 March 2008 and additional analysis).",40302,2.0,3183,1692,886,806,6287,886,11987,5037,17024,11458
MNE,MONTENEGRO,2013,Southern Europe,Europe,Northern America and Europe,Eastern Europe and Central Asia,EURO,Upper Middle Income,Europe & Central Asia,1392.0,1.2,2.8,22.3,9.4,1.0,0,Statistical Office of Montenegro (MONSTAT) and UNICEF.,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.",38513,1.5999999999999999,3620,1078,462,616,8588,385,6250,3850,10100,13032
MAR,MOROCCO,1987,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,5473.0,1.5,3.9,5.5,34.5,12.7,0,"Azelmat M, Ayad M, Belhachmi H.","Enquête national sur la planification familiale, la fécondité et la santé de la population au Maroc (ENPS) 1987. Demographic and Health Surveys. Ministère de la Santé Publique. Rabat, Maroc, 1989 (and additional analysis).",3543884,2.4,1222639,138211,53158,85053,194913,450073,719227,531581,1250808,4401500
MAR,MOROCCO,1992,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,4654.0,1.1,2.6,10.7,29.9,8.1,0,"Azelmat M, Ayad M, Housni El A.","Enquête nationale sur la population et la santé (ENPS-II) 1992. Demographic and Health Surveys. Rabat, Royaume du Maroc, 1993 (and additional analysis).",3344383,1.5,999970,86953,36788,50165,357848,270895,497741,313531,811272,3599892
MAR,MOROCCO,1997,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,3655.0,2.0,4.7,13.7,29.0,7.7,0,Ministère de la Santé (Maroc) and Ligue of Arab States.,"[Enquête de santé materno-infantil sur la population Marocaine 1996-97]. Pan Arab project for child development (PAPCHILD). Rabat, Maroc, 2000 (and additional analysis).",3283030,2.7,952078,154302,65660,88641,449775,252793,888379,554006,1442385,3427480
MAR,MOROCCO,2003,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,5621.0,5.0,10.8,13.3,23.1,9.9,0,"Ministère de la Santé [Maroc], ORC Macro, et Ligue des Etats Arabes.","Enquête dur la population et la santé familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA: Ministère de la Santé et ORC Macro, 2005 (and additional analysis).",3037948,5.800000000000001,701765,328098,151897,176200,404047,300756,2055166,1101250,3156416,2526354
MAR,MOROCCO,2011,Northern Africa,Africa,Western Asia and Northern Africa,Middle East and North Africa,EMRO,Lower Middle Income,Middle East & North Africa,6927.0,1.0,2.3,10.7,14.9,3.1,0,"Ministère de la Santé, Direction de la Planification et des Ressources Financières, Division de la Planification et des Etudes, Service des Etudes et","Enquête nationale sur la population et la santé familiale (ENPSF) 2010-2011. Rapport préliminaire. Rabat, Royaume de Maroc: Ministère de la Santé, 2012 (and additional analysis).",3212909,1.2999999999999998,478723,73896,32129,41767,343781,99600,434705,261043,695748,1723402
MOZ,MOZAMBIQUE,1995,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,4586.0,0.0,9.6,0.0,59.9,23.9,Converted estimates,Government of Mozambique and United Nations Children's Fund.,"Multiple indicator cluster survey Mozambique - 1995. MICS Surveys. Ministry of Planning and Finance. Maputo, Mozambique, 1996 (and additional analysis).",2840303,0.0,1701341,272669,0,0,0,678832,0,0,0,6124827
MOZ,MOZAMBIQUE,1997,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,3621.0,4.3,9.8,5.9,48.7,26.3,Age-adjusted;,Instituto Nacional de Estatistica.,"Moçambique inquérito demográfico e de saude 1997. Demographic and Health Surveys. Instituto Nacional de Estatistica. Maputo, Moçambique, 1998 (and additional analysis).",3051433,5.500000000000001,1486047,299040,131211,167828,180034,802526,1775284,1048925,2824209,5349769
MOZ,MOZAMBIQUE,2001,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,0,0.0,6.8,0.0,49.6,23.0,Converted estimates,"Ministerio da Saude, Instituto Nacional de Estatistica [Moçambique].","Questionario de indicadores basicos de bem-estar (QUIBB): Relatorio final. Maputo, Moçambique: Instituto Nacional de Estadisticas, 2001 (and additional analysis).",3401709,0.0,1687247,231316,0,0,0,782393,0,0,0,6074089
MOZ,MOZAMBIQUE,2003,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,9078.0,2.1,5.4,6.3,47.0,21.2,0,"Instituto Nacional de Estatística, Ministério da Saúde [Moçambique], and Measure DHS/ORC Macro.","Moçambique inquérito demográfico e de saúde 2003. Demographic and Health Surveys. Calverton, Maryland, USA: Instituto Nacional de Estatística, Ministério da Saúde and ORC Macro, 2005 (and additional analysis).",3613880,3.3000000000000003,1698523,195149,75891,119258,227674,766142,1026805,745362,1772167,6114682
MOZ,MOZAMBIQUE,2008,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,10872.0,1.3,4.2,3.6,43.7,18.3,0,"Instituto Nacional de Estatistica (INE), UNICEF.","Mozambique multiple indicator cluster survey 2008 (MICS). Maputo, Mozambique: INE, 2009 (and additional analysis).",4145280,2.9000000000000004,1811487,174101,53888,120213,149230,758586,729104,751331,1480435,6521353
MOZ,MOZAMBIQUE,2011,Eastern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Low Income,Sub-Saharan Africa,10791.0,2.3,6.1,7.9,43.1,15.6,0,"Ministerio da Saude (MISAU), Instituto Nacional de Estatística (INE) e ICF International (ICFI).","Moçambique inquérito demográfico e de Saúde 2011. Demographic and Health Surveys. Calverton, Maryland, USA: MISAU, INE e ICFI, 2013 (and additional analysis).",4443616,3.8,1915198,271060,102203,168857,351045,693204,1382806,1055356,2438162,6894712
MMR,MYANMAR,1990,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,5899.0,0.0,0.0,0.0,0.0,32.5,Age-adjusted; converted estimate,Ministry of Health.,"Ministry of Health. Nutrition Situation of Myanmar Children. Preliminary report of the national nutrition survey 1990. Rangoon, Myanmar, 1991 (and additional analysis).",5165424,0.0,0,0,0,0,0,1678762,0,0,0,0
MMR,MYANMAR,1991,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,5540.0,0.0,12.7,0.0,53.6,37.0,Age-adjusted; converted estimates,Ministry of Health.,"Nutrition situation of Myanmar children. Report of the  National Nutrition Survey 1991. Ragoon, Myanmar, 1994 (and additional analysis).",5064125,0.0,2714371,643143,0,0,0,1873726,0,0,0,9771735
MMR,MYANMAR,1994,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,5994.0,0.0,9.2,0.0,58.7,31.2,Age-adjusted; converted estimates,Department of Health.,"National nutrition survey, 1994. National Nutrition Centre. Yangon, Myanmar, 1995 (and additional analysis).",4912187,0.0,2883453,451921,0,0,0,1532602,0,0,0,10380430
MMR,MYANMAR,1995,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,19908.0,0.0,0.0,0.0,0.0,38.7,Converted estimate,Ministry of Health.,"Monitoring progress toward the goals of the World Summit for Children through multiple indicator cluster survey (MICS). Yangon, Myanmar, 1995 (and additional analysis).",4896417,0.0,0,0,0,0,0,1894913,0,0,0,0
MMR,MYANMAR,1997,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,4894.0,0.0,9.6,9.7,55.4,28.1,Age-adjusted; converted estimates,Ministry of Health.,"National nutrition survey 1997. National Nutrition Centre. Yangon, Myanmar, 2000 (and additional analysis).",4929849,0.0,2731136,473265,0,0,478195,1385287,0,0,0,9832089
MMR,MYANMAR,2000,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,8537.0,2.9,10.7,2.4,40.8,30.1,0,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Union of Myanmar monitoring national programme of action goals though multiple indicator cluster survey 2000. Yangon, Myanmar, 2001 (and additional analysis).",5057418,7.799999999999999,2063426,541143,146665,394478,121378,1522282,1984377,2465487,4449864,7428333
MMR,MYANMAR,2003,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,8452.0,2.9,10.7,2.4,40.6,29.6,0,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Multiple indicator cluster survey 2003 (MICS). Yangon, Myanmar, 2004 (and additional analysis).",5298581,7.799999999999999,2151223,566948,153658,413289,127165,1568379,2078992,2583056,4662048,7744402
MMR,MYANMAR,2009,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,15430.0,2.1,7.9,2.6,35.1,22.6,0,Ministry of National Planning and Economic Development and Ministry of Health [Myanmar].,"Myanmar multiple indicator cluster survey 2009 - 2010: Final Report (MICS3). Nay Pyi Taw, Myanmar: Ministry of National Planning and Economic Development and Ministry of Health, 2011.",5021325,5.800000000000001,1762485,396684,105447,291236,130554,1134819,1426697,1820225,3246922,6344946
MMR,MYANMAR,2016,South-Eastern Asia,Asia,Eastern Asia and South-eastern Asia,East Asia and Pacific,SEARO,Lower Middle Income,East Asia & Pacific,4100.0,1.3,7.0,1.3,29.2,18.9,(pending reanalysis),"Ministry of Health and Sports (MOHS), Nay Pyi Taw, Myanmar; ICF International, Rockville, Maryland, USA",Myanmar Demographic and Health Survey 2015-16: Key Indicators Report. 2016,4537809,5.7,1325040,317646,58991,258655,58991,857645,798148,1616593,2414741,4770144
NAM,NAMIBIA,1992,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2618.0,3.2,9.6,4.5,35.7,21.5,0,"Katjiuanjo P, Titus S, Zauana M, Boerma T.","Namibia demographic and health survey 1992. Demographic and Health Surveys. Windhoek, Republic of Namibia, 1993 (and additional analysis).",249936,6.3999999999999995,89227,23993,7997,15995,11247,53736,108199,99968,208167,321217
NAM,NAMIBIA,2000,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,4340.0,3.0,10.0,3.3,29.5,20.3,0,Ministry of Health and Social Services (MOHSS) [Namibia].,"Namibia demographic and health survey 2000 (Demographic and Health Surveys). Windhoek, Namibia: MOHSS, 2003 (and additional analysis).",276686,7.0,81622,27668,8300,19368,9130,56167,112299,121050,233349,293839
NAM,NAMIBIA,2007,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,5168.0,2.0,7.5,4.6,29.6,17.5,0,Ministry of Health and Social Services (MoHSS) [Namibia] and Macro International Inc.,"Namibia demographic and health survey 2006-07. Demographic and Health Surveys. Windhoek, Namibia and Calverton, Maryland, USA: MoHSS and Macro International Inc., 2008 (and additional analysis).",281507,5.5,83326,21113,5630,15482,12949,49263,76173,96762,172935,299973
NAM,NAMIBIA,2013,Southern Africa,Africa,Sub-Saharan Africa,Eastern and Southern Africa,AFRO,Upper Middle Income,Sub-Saharan Africa,2630.0,2.8,7.1,4.1,23.1,13.2,0,The Nambia Ministry of Health and Social Services (MoHSS) and ICF International.,"The Namibia demographic and health survey 2013. Demographic and Health Surveys. Windhoek, Namibia, and Rockville, Maryland, USA: MoHSS and ICF International, 2014 (and additional analysis).",317960,4.3,73448,22575,8902,13672,13036,41970,120444,85450,205894,264412
NRU,NAURU,2007,Micronesia,Oceania,Oceania excluding Australia and New Zealand,East Asia and Pacific,WPRO,Upper Middle Income,East Asia & Pacific,267.0,0.2,1.0,2.8,24.0,4.8,0,"Nauru Bureau of Statistics (NBS), Secretariat of the Pacific Community (SPC) and Macro International Inc.","Nauru 2007 demographic and health survey. Demographic and Health Surveys. Auckland, New Zealand: NBS, SPC and Macro, 2009 ( http://www.spc.int/prism/country/nr/stats/Publication/DHS/dhs.htm, accessed 10/05/11).",1000,0.8,240,10,2,8,28,48,27,50,77,864
NPL,NEPAL,1995,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,6781.0,0.0,6.0,0.0,68.2,42.6,Age-adjusted; converted estimates,National Planning Commission.,"Nepal multiple indicator surveillance: cycle I, Jan to March 1995 health and nutrition - final report (MICS). Kathmandu, Nepal, 1996 (and additional analysis).",3350506,0.0,2285045,201030,0,0,0,1427315,0,0,0,8226162
NPL,NEPAL,1996,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,3972.0,2.8,12.6,0.7,65.7,47.1,Age-adjusted;,"Ajit Pradhan, Ram Hari Aryal, Gokarna Regmi, Bharat Baan, Pavalavalli Govindasamy.","Nepal family health survey, 1996. Demographic and Health Surveys. Ministry of Health. Kathmandu, Nepal, 1997 (and additional analysis).",3422043,9.8,2248282,431177,95817,335360,23954,1611782,1296404,2096000,3392404,8093815
NPL,NEPAL,1998,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,17471.0,1.4,7.9,0.4,61.1,38.2,0,"Ministry of Health, Child Health Division, HMG/N, New ERA, Micronutrient Initiative, UNICEF Nepal and WHO","Nepal micronutrient status survey 1998. Kathmandu, Nepal: Ministry of Health, Child Health Division, HMG/N, New ERA, Micronutrient Initiative, UNICEF Nepal and WHO, 2000 (and additional analysis).",3523677,6.5,2152966,278370,49331,229039,14094,1346044,667448,1431493,2098941,7750677
NPL,NEPAL,2001,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,6515.0,2.8,11.3,0.7,57.1,43.0,0,"Ministry of Health [Nepal], New ERA, and ORC Macro.","Nepal demographic and health survey 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Family Health Division, Ministry of Health; New ERA; and ORC Macro, 2002 (and additional analysis).",3585483,8.5,2047310,405159,100393,304766,25098,1541757,1358317,1904787,3263104,7370316
NPL,NEPAL,2006,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,5299.0,2.7,12.7,0.6,49.3,38.8,0,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and Macro International Inc.","Nepal demographic and health survey 2006. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and Macro International Inc., 2007 (and additional analysis).",3384356,10.0,1668487,429813,91377,338435,20306,1313130,1236330,2115218,3351548,6006553
NPL,NEPAL,2011,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,2515.0,2.9,11.2,1.5,40.5,29.1,0,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and ICF International Inc.","Nepal demographic and health survey 2011. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and ICF International, Calverton, Maryland 2012 (and additional analysis).",3101536,8.299999999999999,1256122,347372,89944,257427,46523,902546,1216942,1608918,2825860,4522039
NPL,NEPAL,2014,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,0,3.2,11.3,2.1,37.4,30.1,(pending reanalysis),Centrel Bureau of Statistics and UNICEF.,Multiple Indicator Cluster Survey 2014: Key Findings.,2857447,8.100000000000001,1068685,322891,91438,231453,60006,860091,1237156,1446581,2683737,3847266
NPL,NEPAL,2016,Southern Asia,Asia,Central Asia and Southern Asia,South Asia,SEARO,Low Income,South Asia,0,1.8,9.7,1.2,35.8,27.0,(pending reanalysis),"Ministry of Health, Nepal; New ERA; and ICF","Nepal Demographic and Health Survey 2016: Key Indicators. Kathmandu, Nepal: Ministry of Health, Nepal",2756281,7.8999999999999995,986748,267359,49613,217746,33075,744195,671263,1360912,2032175,3552292
NIC,NICARAGUA,1993,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,3347.0,0.9,2.4,5.7,29.6,9.6,0,National Institute for Development Information,"Nicaragua 1993 living standards measurement survey (LSMS). Washington, D.C.: The World Bank, 1997 (and additional analysis).",691540,1.5,204695,16596,6223,10373,39417,66387,84197,64831,149028,736902
NIC,NICARAGUA,1998,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6837.0,1.5,3.3,7.0,30.5,10.3,0,Ministerio de Salud.,"Encuesta nicaragüense de demografia y salud 1998. Demographic and Health Surveys.Instituto Nacional de Estadisticas y Censos. Managua, Nicaragua, 1999 (and additional analysis).",676981,1.7999999999999998,206479,22340,10154,12185,47388,69729,137383,76156,213539,743324
NIC,NICARAGUA,2001,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6468.0,0.8,2.3,7.1,25.2,7.8,0,"Instituto Nacional de Estadisticas y Censos (INEC), Ministerio de Salud (MINSA), ORC Macro et al.","Encuesta nicaragüense de demografia y salud 2001. Demographic and Health Surveys. Calverton, Maryland, USA: INEC, MINSA, and ORC Macro, 2002 (and additional analysis).",660342,1.4999999999999998,166406,15187,5282,9905,46884,51506,71465,61906,133371,599061
NIC,NICARAGUA,2004,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,1494.0,0.0,0.3,5.2,18.8,4.3,0,"Ministra de Salud, MINSA  y CDC.","Sistema integrado de vigilancia de interventiones nutricionales (SIVIN): Informe de progreso, Nicaragua 2003-05. Managua, Nicaragua 2008 (and additional analysis).",641307,0.0,120565,1923,0,0,33347,27576,0,0,0,434034
NIC,NICARAGUA,2006,Central America,Latin America and the Caribbean,Latin America and the Caribbean,Latin America and Caribbean,AMRO,Lower Middle Income,Latin America & Caribbean,6591.0,0.5,1.5,6.2,23.0,5.7,0,Instituto Nacional de Información de Desarrollo (INIDE) y los Centros para el Control y Prevención de Enfermedades (CDC).,"Encuesta nicaragüense de demografía y salud ENDESA 2006/07, informe final. Managua, Nicaragua: INIDE y CDC, 2008 (and additional analysis).",632424,1.0,145457,9486,3162,6324,39210,36048,42781,39525,82306,523645
NER,NIGER (THE),1985,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,1672.0,0.0,25.3,0.0,43.8,45.0,Converted estimates,Ministère de la Santé Publique et des Affaires Sociales.,"Enquête nationale sur la morbidité et la mortalité, rapport No 1. Cellule de Planification. Niamey, République de Niger, 1985 (and additional analysis).",1430494,0.0,626556,361914,0,0,0,643722,0,0,0,2255601
NER,NIGER (THE),1992,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,5079.0,6.7,18.9,2.0,48.3,41.0,0,"Kourguéni IA, Garba B, Barrère B.","Enquête démographique et de santé, Niger 1992. Demographic and Health Surveys. Niamey, Niger, 1993 (and additional analysis).",1726497,12.2,833898,326307,115675,210632,34529,707863,1565082,1316450,2881532,3002032
NER,NIGER (THE),1998,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,4204.0,6.5,19.8,1.1,50.7,46.9,Age-adjusted;,"Attama S, Seroussi M, Kourguéni AI, Koché H, Barrère B.","Enquête démographique et de santé, Niger 1998. Demographic and Health Surveys. Calverton, Maryland, U.S.A.: Care International/Niger et Macro International Inc., 1998 (and additional analysis).",2173154,13.3,1101789,430284,141255,289029,23904,1019209,1911180,1806431,3717611,3966440
NER,NIGER (THE),2000,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,4757.0,6.2,16.2,1.6,54.2,43.6,0,République du Niger and UNICEF,"Enquête à indicateurs multiples de la fin de la décennie (MICS2): draft. Niamey: République du Niger and UNICEF, 2001 (and additional analysis).",2342970,10.0,1269889,379561,145264,234297,37487,1021534,1965421,1464356,3429777,4571600
NER,NIGER (THE),2006,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,4451.0,4.3,12.4,3.5,54.8,39.9,0,Institut National de la Statistique (INS) et Macro International Inc.,"Enquête démographique et de santé et à indicateurs multiples du Niger 2006. Demographic and Health Surveys adn MICS-3. Calverton, Maryland, USA : INS et Macro International Inc., 2007 (and additional adnalysis).",2949612,8.100000000000001,1616387,365751,126833,238918,103236,1176895,1716050,1493237,3209287,5818993
NER,NIGER (THE),2012,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,5835.0,6.9,18.7,3.0,43.0,37.9,0,Institut National de la Statistique (INS) et ICF International.,"Enquête démographique et de santé et indicateurs multiples du Niger 2012. Demographic and Health Surveys and MICS. Calverton, Maryland, USA: INS et ICF International, 2013 (and additional analysis).",3667929,11.799999999999999,1577209,685902,253087,432815,110037,1390145,3424267,2705093,6129360,5677952
NER,NIGER (THE),2016,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Low Income,Sub-Saharan Africa,7790.0,1.9,10.3,0.0,42.2,31.7,(pending reanalysis),INS-Niger; WFP; UNICEF,Evaluation Nationale De La Situation Nutritionnelle par La Methodologie SMART Au Niger,4217879,8.4,1779944,434441,80139,354301,0,1337067,1084280,2214381,3298661,6407798
NGA,NIGERIA,1990,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,6401.0,4.5,11.8,3.2,50.5,35.1,0,Federal Office of Statistics,"Nigerian demographic and health survey 1990. Demographic and Health Surveys. Federal Office of Statistics, Lagos, Nigeria, 1992 (and additional analysis).",16808704,7.300000000000001,8488395,1983427,756391,1227035,537878,5899855,10233970,7668968,17902938,30558222
NGA,NIGERIA,1993,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,2664.0,0.0,20.6,5.5,43.8,35.1,Converted estimates,Federal Ministry of Health and Sociel Services.,"National micronutrient survey, 1993. Ibadan, Nigeria, 1996 (and additional analysis).",17839139,0.0,7813542,3674862,0,0,981152,6261537,0,0,0,28128751
NGA,NIGERIA,2003,Western Africa,Africa,Sub-Saharan Africa,West and Central Africa,AFRO,Lower Middle Income,Sub-Saharan Africa,5407.0,4.8,11.2,6.2,43.0,27.2,0,National Population Commission [Nigeria] and ORC Macro.,"Nigeria demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: National Population Commission and ORC Macro, 2004 (and additional analysis).",23033519,6.3999999999999995,9904413,2579754,1105608,1474145,1428078,6265117,14958876,9213406,24172282,35655886
